Dataset,Owner,Create Date,Last Modified Date,KB,MB,GB
CTM_PREDICTION_02FEB15,d1p3,2015-02-02,2015-02-02,90184,88.07,0.086
CTM_PREDICTION_03AUG15,d1p3,2015-08-04,2015-08-04,114184,111.51,0.109
CTM_PREDICTION_03NOV14,d1p3,2014-11-03,2014-11-03,68104,66.51,0.065
CTM_PREDICTION_04MAY16,d1p3,2016-05-04,2016-05-04,201928,197.2,0.193
CTM_PREDICTION_05JAN15,d1p3,2015-01-05,2015-01-05,92104,89.95,0.088
CTM_PREDICTION_07JAN16,d1p3,2016-01-07,2016-01-07,222024,216.82,0.212
CTM_PREDICTION_08DEC14,e8yf,2014-12-11,2014-12-11,53960,52.7,0.051
CTM_PREDICTION_08JAN15,d1p3,2015-01-08,2015-01-08,92296,90.13,0.088
CTM_PREDICTION_09MAR15,d1p3,2015-03-09,2015-03-09,122120,119.26,0.116
CTM_PREDICTION_11DEC14,e8yf,2014-12-12,2014-12-12,54088,52.82,0.052
CTM_PREDICTION_11MAY15,d1p3,2015-05-11,2015-05-11,112136,109.51,0.107
CTM_PREDICTION_12JAN15,d1p3,2015-01-12,2015-01-12,94984,92.76,0.091
CTM_PREDICTION_13APR15,d1p3,2015-04-13,2015-04-13,117320,114.57,0.112
CTM_PREDICTION_16DEC14,e8yf,2014-12-16,2014-12-16,53896,52.63,0.051
CTM_PREDICTION_16MAY16,d1p3,2016-05-16,2016-05-16,194568,190.01,0.186
CTM_PREDICTION_19OCT14,d1p3,2014-10-19,2014-10-19,8296,8.1,0.008
CTM_PREDICTION_20NOV14,d1p3,2014-11-21,2014-11-21,50568,49.38,0.048
CTM_PREDICTION_23FEB15,d1p3,2015-02-23,2015-02-23,123912,121.01,0.118
CTM_PREDICTION_24NOV14,e8yf,2014-11-24,2014-11-24,50504,49.32,0.048
CTM_PREDICTION_25MAR15,d1p3,2015-03-25,2015-03-25,122568,119.7,0.117
CTM_PREDICTION_25MAY15,d1p3,2015-05-25,2015-05-25,111368,108.76,0.106
CTM_PREDICTION_25NOV14,e8yf,2014-11-26,2014-11-26,50440,49.26,0.048
CTM_PREDICTION_26JAN15,d1p3,2015-01-26,2015-01-26,92104,89.95,0.088
CTM_PREDICTION_28SEP15,d1p3,2015-09-28,2015-09-28,90696,88.57,0.086
CTM_PREDICTION_29DEC14,d1p3,2014-12-30,2014-12-30,93192,91.01,0.089
CTM_PREDICTION_29OCT15,d1p3,2015-10-29,2015-10-29,99144,96.82,0.095
CTM_PREDICTION_30DEC14,d1p3,2014-12-30,2014-12-30,93064,90.88,0.089
CTM_PREDICTION_30MAR15,d1p3,2015-03-30,2015-03-30,122504,119.63,0.117
D1IE_ACCOLADE_DATA,d1ie,2015-08-14,2015-08-14,85144,83.15,0.081
D1IE_MASTER_DATA_IDANDSTRAT_V4,d1ie,2015-12-03,2015-12-03,16,0.02,0
D1IE_MASTER_DATA_IDANDSTRAT_V5,d1ie,2015-12-03,2015-12-03,16,0.02,0
D1N2_ACA_OP,hbn3,2016-03-04,2016-03-04,5128,5.01,0.005
D1N2_ACA_OP_FINAL_04MAR16,hbn3,2016-03-04,2016-03-04,87144,85.1,0.083
D1N2_ALINEO_IPAUTHS_ACA_2014,f2xc,2016-04-13,2016-04-13,25256,24.66,0.024
D1N2_AUTHTEST_OP,hbn3,2016-03-04,2016-03-04,638536,623.57,0.609
D1N2_F2XC_LEAD_IND_ENR_FIRST,hbn3,2016-03-15,2016-03-15,439240,428.95,0.419
D1N2_IP_ACA_CON_FINAL_10MAR16,hbn3,2016-03-10,2016-03-10,84512,82.53,0.081
D1N2_IP_ACA_CON_FINAL_13APR16,f2xc,2016-04-13,2016-04-13,153784,150.18,0.147
D1N2_IP_ACA_PRESERV_10MAR16,hbn3,2016-03-10,2016-03-10,83896,81.93,0.08
D1N2_IP_ACA_PRESERV_13APR16,f2xc,2016-04-13,2016-04-13,116992,114.25,0.112
D1N2_JIVA_OPAUTHS_07MAR16,hbn3,2016-03-07,2016-03-07,563720,550.51,0.538
D1N2_LEAD_IND_ENR_ACA2,hbn3,2016-03-09,2016-03-09,18744,18.3,0.018
D1N2_MASTER_IP_PRE_POD,hbn3,2016-03-10,2016-03-10,53384,52.13,0.051
D1N2_OP_AUTHS_04MAR16,hbn3,2016-03-04,2016-03-04,5640,5.51,0.005
D1N2_OP_AUTHS_07MAR16,hbn3,2016-03-07,2016-03-07,514952,502.88,0.491
D1N2_OP_FINAL,hbn3,2016-03-07,2016-03-07,301008,293.95,0.287
D1P3_CMDM,d1p3,2016-04-25,2016-04-25,863688,843.45,0.824
D1P3_CTM_MA_MBRS,d1p3,2014-09-04,2014-09-04,27096,26.46,0.026
D1P3_CTM_REGION,d1p3,2014-09-16,2014-09-16,15944,15.57,0.015
D1P3_POD_INFO,d1p3,2015-08-21,2015-08-21,1631816,1593.57,1.556
D1P3_POD_INFO_PROSP,d1p3,2015-08-25,2015-08-25,1631816,1593.57,1.556
D1P3_POD_POP_2016,d1p3,2015-08-27,2015-08-27,16,0.02,0
D1P3_PROVIDER_PCMH2,d1p3,2014-07-07,2014-07-07,118392,115.62,0.113
D7YP_ACA_ALL_CLMS,d7yp,2015-07-28,2015-07-28,157872,154.17,0.151
D7YP_ACA_CLAIMS,d7yp,2015-07-28,2015-07-28,69128,67.51,0.066
D7YP_ACA_HCC_20150807,d7yp,2015-08-07,2015-08-07,90184,88.07,0.086
D7YP_ADMITS_JIVA_D1IE,d7yp,2016-07-20,2016-07-20,93152,90.97,0.089
D7YP_AHFS_CLASS,d7yp,2014-01-02,2014-01-02,40,0.04,0
D7YP_CARDIO_CARE_ENR_DEDUP,d7yp,2015-11-05,2015-11-05,648,0.63,0.001
D7YP_CCX_AUTHS,d7yp,2016-02-09,2016-02-09,1864,1.82,0.002
D7YP_CLM_AUTH_ENR_FINAL3,d7yp,2016-02-26,2016-02-26,72,0.07,0
D7YP_CMDM_ADD_06,d7yp,2016-04-15,2016-04-15,493576,482.01,0.471
D7YP_CMDM_CAP_COSTS,d7yp,2016-07-19,2016-07-19,131656,128.57,0.126
D7YP_CMDM_CAP_COSTS_POST1,d7yp,2016-07-22,2016-07-22,90152,88.04,0.086
D7YP_CMDM_CAP_COSTS_POST2,d7yp,2016-07-22,2016-07-22,91144,89.01,0.087
D7YP_CMDM_DUMMY_VAR,d7yp,2016-07-22,2016-07-22,377608,368.76,0.36
D7YP_CMDM_INST,d7yp,2016-07-22,2016-07-22,233728,228.25,0.223
D7YP_CMDM_JOINED,d7yp,2016-04-15,2016-04-15,531528,519.07,0.507
D7YP_CMDM_JOINED_FINAL,d7yp,2016-07-22,2016-07-22,23786824,23229.32,22.685
D7YP_CMDM_MBR_100K_RSK,d7yp,2016-07-22,2016-07-22,15104,14.75,0.014
D7YP_CMDM_MBR_ENRT_YRMO,d7yp,2016-07-22,2016-07-22,15160,14.8,0.014
D7YP_CMDM_MBR_INCOME,d7yp,2016-07-22,2016-07-22,120,0.12,0
D7YP_CMDM_MBR_LIST,d7yp,2016-04-18,2016-04-18,4216,4.12,0.004
D7YP_CMDM_MBR_READMITS,d7yp,2016-04-18,2016-04-18,8456,8.26,0.008
D7YP_CMDM_MBR_RSK,d7yp,2016-07-22,2016-07-22,917576,896.07,0.875
D7YP_CMDM_PROF,d7yp,2016-07-22,2016-07-22,2492608,2434.19,2.377
D7YP_CMDM_PROG,d7yp,2016-07-22,2016-07-22,627016,612.32,0.598
D7YP_CMDM_RX,d7yp,2016-07-22,2016-07-22,195360,190.78,0.186
D7YP_CMDM_TOTAL_CAP_COSTS,d7yp,2016-07-19,2016-07-19,39512,38.59,0.038
D7YP_CMDM_TOTAL_CAP_COSTS_POST1,d7yp,2016-07-22,2016-07-22,27064,26.43,0.026
D7YP_CMDM_TOTAL_CAP_COSTS_POST2,d7yp,2016-07-22,2016-07-22,27352,26.71,0.026
D7YP_CMS_AUTH_COMBINED,d7yp,2016-07-13,2016-07-13,136520,133.32,0.13
D7YP_CTM_COGVIS_LKUP,d7yp,2014-08-18,2014-08-18,40,0.04,0
D7YP_CTM_CONDEP_LKUP,d7yp,2014-08-18,2014-08-18,72,0.07,0
D7YP_D1P3_CMDM_INST,d7yp,2016-07-07,2016-07-07,461288,450.48,0.44
D7YP_D1P3_CMDM_JOINED,d7yp,2016-07-07,2016-07-07,530568,518.13,0.506
D7YP_D1P3_CMDM_JOINED_FINAL,d7yp,2016-07-07,2016-07-07,766344,748.38,0.731
D7YP_D1P3_CMDM_MBR_INCOME,d7yp,2016-07-06,2016-07-06,200,0.2,0
D7YP_D1P3_CMDM_MBR_RSK,d7yp,2016-07-06,2016-07-06,4597384,4489.63,4.384
D7YP_D1P3_CMDM_PROF,d7yp,2016-07-07,2016-07-07,5128848,5008.64,4.891
D7YP_D1P3_CMDM_PROG,d7yp,2016-07-06,2016-07-06,1123272,1096.95,1.071
D7YP_D1P3_CMDM_RX,d7yp,2016-07-06,2016-07-06,400056,390.68,0.382
D7YP_DATALIST,d7yp,2016-07-06,2016-07-06,96968,94.7,0.092
D7YP_DCSB_COST_ADJ,f8ku,2015-07-07,2015-07-07,16,0.02,0
D7YP_DCSB_MATCHED,f8ku,2015-07-07,2015-07-07,16,0.02,0
D7YP_DCSB_MATCHED2,f8ku,2015-07-07,2015-07-07,16,0.02,0
D7YP_DCSB_MATCHED3,f8ku,2015-07-07,2015-07-07,16,0.02,0
D7YP_DCSB_MATCHED_ALL,f8ku,2015-07-07,2015-07-07,16,0.02,0
D7YP_DIAB_CARE_ENR_DEDUP,d7yp,2015-11-04,2015-11-04,3240,3.16,0.003
D7YP_DSIDATA_DATASETS,d7yp,2016-07-22,2016-07-22,80,0.08,0
D7YP_EDW_KBM_LANG_XREF,d7yp,2013-12-06,2013-12-06,16,0.02,0
D7YP_EDW_LANG_DECODE,d7yp,2013-11-18,2013-11-18,128,0.13,0
D7YP_ED_CPT,d7yp,2014-10-30,2014-10-30,216,0.21,0
D7YP_ED_EXCL,d7yp,2014-10-30,2014-10-30,40,0.04,0
D7YP_ED_SET,d7yp,2014-10-30,2014-10-30,16,0.02,0
D7YP_ELIGIBLE_CM,d7yp,2016-07-15,2016-07-15,2703304,2639.95,2.578
D7YP_ELIGIBLE_DM,d7yp,2016-07-15,2016-07-15,727816,710.76,0.694
D7YP_ENRT0_STATE,d7yp,2015-04-21,2015-04-21,65320,63.79,0.062
D7YP_ENRT_MA,d7yp,2015-04-30,2015-04-30,74192,72.45,0.071
D7YP_ERG_ICD9,d7yp,2015-08-28,2015-08-28,104,0.1,0
D7YP_EXCH_MBRS,d7yp,2014-03-28,2014-03-28,18064,17.64,0.017
D7YP_FIELDLIST,d7yp,2016-07-06,2016-07-06,2584,2.52,0.002
D7YP_FLD_BLANKS,d7yp,2015-06-23,2015-06-23,16,0.02,0
D7YP_FL_COUNTIES,d7yp,2016-02-05,2016-02-05,16,0.02,0
D7YP_HAL_SEG,d7yp,2015-04-30,2015-04-30,144632,141.24,0.138
D7YP_HCC_201606,d7yp,2016-06-02,2016-06-02,2383560,2327.7,2.273
D7YP_HCC_201607,d7yp,2016-07-07,2016-07-07,2379912,2324.13,2.27
D7YP_HCC_ALL_CLMS,d7yp,2016-07-06,2016-07-06,1774120,1732.54,1.692
D7YP_HCC_FINAL_201606,d7yp,2016-06-02,2016-06-02,1103624,1077.76,1.052
D7YP_HCC_FINAL_201607,d7yp,2016-07-07,2016-07-07,1107016,1081.07,1.056
D7YP_HCC_MAP,d7yp,2016-07-06,2016-07-06,375256,366.46,0.358
D7YP_HCC_MAP_AIMEE,d7yp,2015-09-08,2015-09-08,263896,257.71,0.252
D7YP_HCC_XREF,d7yp,2015-07-24,2015-07-24,40,0.04,0
D7YP_HD_HIGH_COST,d7yp,2014-11-04,2014-11-04,592,0.58,0.001
D7YP_HD_STATE_201503,d7yp,2015-04-21,2015-04-21,3856,3.77,0.004
D7YP_ICD10_JIVA,d7yp,2015-10-22,2015-10-22,16,0.02,0
D7YP_ICD9_TO_HCC,d7yp,2015-06-24,2015-06-24,264,0.26,0
D7YP_INFL_INDX,d7yp,2015-03-03,2015-03-03,16,0.02,0
D7YP_JIVA_SEVERITY_DECODE,d7yp,2016-04-22,2016-04-22,24,0.02,0
D7YP_KBM_CNTRY_ORIGIN_DECODE,d7yp,2013-11-22,2013-11-22,16,0.02,0
D7YP_KBM_ETHNICITY_DECODE,d7yp,2013-11-22,2013-11-22,24,0.02,0
D7YP_KBM_ETHNIC_DECODE,d7yp,2013-11-22,2013-11-22,16,0.02,0
D7YP_KBM_ETH_GRP_DECODE,d7yp,2013-11-22,2013-11-22,16,0.02,0
D7YP_KBM_LANG_DECODE,d7yp,2013-11-22,2013-11-22,16,0.02,0
D7YP_KBM_RELIGION_DECODE,d7yp,2013-11-22,2013-11-22,16,0.02,0
D7YP_LANG_KBM_DRV,d7yp,2013-11-15,2013-11-15,156208,152.55,0.149
D7YP_LANG_SLF_RPT,d7yp,2013-11-15,2013-11-15,216128,211.06,0.206
D7YP_MBR_DBT_GAPS,d7yp,2016-07-15,2016-07-15,33960,33.16,0.032
D7YP_NCQA_ALL_NODELETE_2,d7yp,2016-02-26,2016-02-26,584,0.57,0.001
D7YP_NCQA_MEMBERS,d7yp,2015-11-09,2015-11-09,139664,136.39,0.133
D7YP_NPI,d7yp,2016-02-16,2016-02-16,104,0.1,0
D7YP_NPI_FINAL,d7yp,2016-02-16,2016-02-16,56,0.05,0
D7YP_NURSE_ALERT_AUTHS,d7yp,2016-03-15,2016-03-15,71000,69.34,0.068
D7YP_NURSE_ALERT_CLMS,d7yp,2016-03-15,2016-03-15,28456,27.79,0.027
D7YP_NURSE_ALERT_COST_PCT,d7yp,2016-03-15,2016-03-15,55664,54.36,0.053
D7YP_NURSE_ALERT_COST_WEEK,d7yp,2016-03-15,2016-03-15,16,0.02,0
D7YP_NURSE_ALERT_CPD_PCT,d7yp,2016-03-15,2016-03-15,53096,51.85,0.051
D7YP_NURSE_ALERT_CPD_WEEK,d7yp,2016-03-15,2016-03-15,16,0.02,0
D7YP_NURSE_ALERT_LOS_PCT,d7yp,2016-03-15,2016-03-15,44360,43.32,0.042
D7YP_NURSE_ALERT_LOS_WEEK,d7yp,2016-03-15,2016-03-15,16,0.02,0
D7YP_PCT_ACA,d7yp,2015-10-29,2015-10-29,264848,258.64,0.253
D7YP_PCT_COMMERCIAL,d7yp,2015-10-29,2015-10-29,1112624,1086.55,1.061
D7YP_PCT_MAHMO,d7yp,2015-10-29,2015-10-29,28568,27.9,0.027
D7YP_PCT_MAHMO_READJUST,d7yp,2015-10-30,2015-10-30,3168,3.09,0.003
D7YP_POD_ACCIDENT_CLAIMS,d7yp,2016-06-06,2016-06-06,1768,1.73,0.002
D7YP_POD_ACCIDENT_CLAIMS1,d7yp,2016-06-06,2016-06-06,1768,1.73,0.002
D7YP_POD_ACCIDENT_CLAIMS10,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS11,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS12,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS13,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS14,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS2,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS3,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS4,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS5,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS6,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS7,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS8,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLAIMS9,d7yp,2016-06-06,2016-06-06,48,0.05,0
D7YP_POD_ACCIDENT_CLM,d7yp,2016-03-16,2016-03-16,24008,23.45,0.023
D7YP_POD_ACCIDENT_DX,d7yp,2016-03-15,2016-03-15,440,0.43,0
D7YP_POD_ACCIDENT_SIC_DX,d7yp,2016-03-15,2016-03-15,16,0.02,0
D7YP_POD_COUNTIES,d7yp,2016-02-26,2016-02-26,16,0.02,0
D7YP_POD_ZIP,d7yp,2016-02-26,2016-02-26,40,0.04,0
D7YP_PROC_AM_AVG,d7yp,2016-02-29,2016-02-29,152,0.15,0
D7YP_PROC_AM_LAYERS,d7yp,2016-02-22,2016-02-22,67944,66.35,0.065
D7YP_PROG_CLS_RSN_EXCL,d7yp,2013-06-04,2013-12-04,16,0.02,0
D7YP_PROG_TYPE,d7yp,2013-06-13,2013-06-13,16,0.02,0
D7YP_PROVIDER_CONTRACT,d7yp,2015-07-21,2015-07-21,24,0.02,0
D7YP_READMITS_AUGUST,d7yp,2015-12-28,2015-12-28,1544,1.51,0.001
D7YP_READMITS_AUGUST_20151228,d7yp,2015-12-28,2015-12-28,456,0.45,0
D7YP_READMIT_PREVENTION,d7yp,2016-01-29,2016-01-29,12504,12.21,0.012
D7YP_SCORES_2015,d7yp,2016-05-09,2016-05-09,152,0.15,0
D7YP_SERVICE_CAT,d7yp,2016-06-07,2016-06-07,16,0.02,0
D7YP_SERVICE_COMBO,d7yp,2016-07-08,2016-07-08,16,0.02,0
D7YP_SUBSCRIBER_FINAL,d7yp,2016-02-16,2016-02-16,944,0.92,0.001
D7YP_SUBSCRIBER_MATCH,d7yp,2016-02-16,2016-02-16,968,0.95,0.001
D7YP_TABLE_ROWS,d7yp,2015-06-22,2015-06-22,104,0.1,0
D7YP_TOP_PCT_LOB,d7yp,2015-10-29,2015-10-29,114800,112.11,0.109
D7YP_USA_GEO,d7yp,2016-02-05,2016-02-05,3880,3.79,0.004
D8M8_ONCO_MBR_BEFORE_MATCH,f0i6,2013-06-10,2013-06-10,520,0.51,0
DARDEN_DIAG_LIST,d7yp,2013-11-07,2013-11-07,72,0.07,0
DCD_AGE,d1p3,2012-07-17,2012-07-17,6440,6.29,0.006
DCMG_ADD_MBR_INFO2_2013,d1p3,2014-04-25,2014-04-25,6024,5.88,0.006
DCMG_ADD_MBR_INFO2_2013_NEW,d1p3,2014-07-16,2014-07-16,1544,1.51,0.001
DCMG_ATTRIB_201311,d1p3,2014-06-11,2014-06-11,1768,1.73,0.002
DCMG_CPT_RISK_FACTORS_2013,d1p3,2014-04-25,2014-04-25,3288,3.21,0.003
DCMG_CPT_RISK_FACTORS_2013_NEW,d1p3,2014-07-16,2014-07-16,640,0.63,0.001
DCMG_DX_RISK_FACTORS_2013,d1p3,2014-04-25,2014-04-25,18504,18.07,0.018
DCMG_DX_RISK_FACTORS_2013_NEW,d1p3,2014-07-16,2014-07-16,5128,5.01,0.005
DCMG_FALLS_ANALYTIC_FILE_2013,d1p3,2014-06-29,2014-06-29,7304,7.13,0.007
DCMG_FALLS_ANAL_FILE_2013_NEW,d1p3,2014-07-16,2014-07-16,2248,2.2,0.002
DCMG_FALLS_MED_1YR_2013,d1p3,2014-04-25,2014-04-25,48168,47.04,0.046
DCMG_FALLS_MED_1YR_2013_NEW,d1p3,2016-02-11,2016-02-11,1900848,1856.3,1.813
DCMG_FALLS_MEMONEREC_2013,d1p3,2014-04-25,2014-04-25,5320,5.2,0.005
DCMG_FALLS_MEMONEREC_2013_NEW,d1p3,2014-07-16,2014-07-16,1224,1.2,0.001
DCMG_FALLS_NRC_1YR_2013,d1p3,2014-04-25,2014-04-25,328,0.32,0
DCMG_FALLS_NRC_1YR_2013_NEW,d1p3,2014-07-16,2014-07-16,328,0.32,0
DCMG_FALLS_PHA_1YR_2013,d1p3,2014-04-25,2014-04-25,1160,1.13,0.001
DCMG_FALLS_PHA_1YR_2013_NEW,d1p3,2014-07-16,2014-07-16,1096,1.07,0.001
DCMG_FALLS_RISKFLAGS_2013,d1p3,2014-04-25,2014-04-25,1800,1.76,0.002
DCMG_FALLS_RISKFLAGS_2013_NEW,d1p3,2014-07-16,2014-07-16,1224,1.2,0.001
DCMG_FALLS_RISKFLAGS_SCORE_2013,d1p3,2014-04-25,2014-04-25,1864,1.82,0.002
DCMG_FALLS_RX_1YR_2013,d1p3,2014-04-25,2014-04-25,14208,13.88,0.014
DCMG_FALLS_RX_1YR_2013_NEW,d1p3,2014-07-16,2014-07-16,5328,5.2,0.005
DCMG_FALLS_SCORE_2013_NEW,d1p3,2014-07-16,2014-07-16,1224,1.2,0.001
DCMG_FALL_FINAL_DATA,d1p3,2014-04-25,2014-04-25,6664,6.51,0.006
DCMG_FALL_FINAL_DATA_NEW,d1p3,2014-07-17,2014-07-17,2248,2.2,0.002
DCMG_FALL_RANK_MEDICARE,d1p3,2014-04-28,2014-04-28,88,0.09,0
DCMG_FALL_RANK_MEDICARE_NEW,d1p3,2014-07-17,2014-07-17,248,0.24,0
DCMG_FALL_RISK_FACTORS_PRE_2013,d1p3,2014-04-25,2014-04-25,52872,51.63,0.05
DCMG_FALL_RISK_FINAL_2013,d1p3,2014-04-25,2014-04-25,360,0.35,0
DCMG_FALL_RISK_FINAL_2013_NEW,d1p3,2014-07-16,2014-07-16,200,0.2,0
DCMG_FALL_RISK_PRE_2013_NEW,d1p3,2014-07-16,2014-07-16,14344,14.01,0.014
DCMG_MBRS,d1p3,2014-04-25,2014-04-25,2136,2.09,0.002
DCMG_MBRS2,d1p3,2014-04-25,2014-04-25,1408,1.38,0.001
DCMG_MBRS2_JUL15,d1p3,2014-07-15,2014-07-15,968,0.95,0.001
DCMG_MBRS_JUL15,d1p3,2014-07-15,2014-07-15,968,0.95,0.001
DCMG_NRC_RISK_FACTORS_2013,d1p3,2014-04-25,2014-04-25,32,0.03,0
DCMG_NRC_RISK_FACTORS_2013_NEW,d1p3,2014-07-16,2014-07-16,32,0.03,0
DCMG_PHA_RISK_FACTORS_2013,d1p3,2014-04-25,2014-04-25,56,0.05,0
DCMG_PHA_RISK_FACTORS_2013_NEW,d1p3,2014-07-16,2014-07-16,48,0.05,0
DCMG_RX_RISK_FACTORS_2013,d1p3,2014-04-25,2014-04-25,3072,3,0.003
DCMG_RX_RISK_FACTORS_2013_NEW,d1p3,2014-07-16,2014-07-16,1152,1.13,0.001
DCMG_STUDY_MODEL_COMB_MA,d1p3,2014-04-25,2014-04-25,4744,4.63,0.005
DCMG_STUDY_MODEL_COMB_MA_NEW,d1p3,2014-07-17,2014-07-17,2376,2.32,0.002
DCSB_2013,d1p3,2013-12-16,2013-12-16,128,0.13,0
DCSB_ALL_COSTS,d1p3,2014-01-07,2014-01-07,104,0.1,0
DCSB_BIOMETRIC,d1p3,2013-12-16,2013-12-16,72,0.07,0
DCSB_BIOMETRIC2,d1p3,2013-12-30,2013-12-30,104,0.1,0
DCSB_BIOMETRICS,d7yp,2015-07-07,2015-07-07,200,0.2,0
DCSB_COST_DEMOG_PART,d1p3,2013-12-31,2013-12-31,456,0.45,0
DCSB_DBT_HEDIS,d7yp,2015-07-07,2015-07-07,3176,3.1,0.003
DCSB_DEMOG_NONPART,d1p3,2013-12-31,2013-12-31,40840,39.88,0.039
DCSB_ENRT,d1p3,2014-01-07,2014-01-07,136,0.13,0
DCSB_ENRT_GPYRMO,d1p3,2014-01-07,2014-01-07,6752,6.59,0.006
DCSB_ENRT_HLT,d1p3,2014-01-07,2014-01-07,7592,7.41,0.007
DCSB_HEDIS_VALUES,d7yp,2015-07-07,2015-07-07,2025648,1978.17,1.932
DCSB_HLT,d1p3,2014-01-07,2014-01-07,136,0.13,0
DCSB_INST_COSTS,d1p3,2013-12-30,2013-12-30,40,0.04,0
DCSB_INST_NONPART_COSTS,d1p3,2014-01-06,2014-01-06,40,0.04,0
DCSB_MBR_START,d7yp,2015-07-06,2015-07-06,24,0.02,0
DCSB_MBR_START2,d7yp,2015-07-06,2015-07-06,24,0.02,0
DCSB_PART_ALL_COSTS,d7yp,2015-07-07,2015-07-07,24,0.02,0
DCSB_PMPM,d1p3,2014-01-07,2014-01-07,208,0.2,0
DD,d1p3,2015-02-04,2015-02-04,14728,14.38,0.014
DD_100K,d1p3,2015-02-09,2015-02-09,4928,4.81,0.005
DECEASED_201412,f0de,2015-06-03,2015-06-03,1440,1.41,0.001
DECEASED_201503,d1p3,2015-04-11,2015-04-11,1416,1.38,0.001
DECEASED_201505,d1p3,2015-05-27,2015-05-27,1440,1.41,0.001
DECEASED_201506,e8yf,2015-07-12,2015-07-12,1456,1.42,0.001
DECEASED_201507,e8yf,2015-08-12,2015-08-12,1472,1.44,0.001
DECEASED_201509,e8yf,2015-10-18,2015-10-18,1496,1.46,0.001
DECEASED_201510,e8yf,2015-11-19,2015-11-19,1512,1.48,0.001
DECEASED_201511,e8yf,2015-12-21,2015-12-21,1520,1.48,0.001
DECEASED_201512,e8yf,2016-01-31,2016-01-31,1544,1.51,0.001
DECEASED_201601,e8yf,2016-02-25,2016-02-25,1560,1.52,0.001
DECEASED_201602,f3vc,2016-04-04,2016-04-04,1576,1.54,0.002
DECEASED_201603,f3s3,2016-07-14,2016-07-14,1616,1.58,0.002
DECEASED_201604,f3s3,2016-07-14,2016-07-14,1616,1.58,0.002
DELIV_DETAIL_2013C,d7yp,2014-02-24,2014-02-24,283016,276.38,0.27
DENOMINATOR_BB_010715,d1p3,2015-01-07,2015-01-07,968,0.95,0.001
DENOMINATOR_BB_020515,d1p3,2015-02-05,2015-02-05,968,0.95,0.001
DENOMINATOR_BB_041115,d1p3,2015-04-12,2015-04-12,1224,1.2,0.001
DENOMINATOR_BB_051715,d1p3,2015-06-14,2015-06-14,1544,1.51,0.001
DENOMINATOR_BB_071015,d1p3,2015-07-10,2015-07-10,1672,1.63,0.002
DENOMINATOR_BB_080114,f3a9,2014-08-01,2014-08-01,136,0.13,0
DENOMINATOR_BB_080214,f3a9,2014-08-02,2014-08-02,1672,1.63,0.002
DENOMINATOR_BB_081415,d1p3,2015-08-14,2015-08-14,1864,1.82,0.002
DENOMINATOR_BB_091915,d1p3,2015-09-19,2015-09-19,1800,1.76,0.002
DENOMINATOR_BB_102414,f3a9,2014-10-24,2014-10-24,648,0.63,0.001
DENOMINATOR_BB_110714,f3a9,2014-11-07,2014-11-07,712,0.7,0.001
DENOMINATOR_BB_112114,f3a9,2014-11-21,2014-11-21,776,0.76,0.001
DENOMINATOR_BB_120514,f3a9,2014-12-05,2014-12-05,840,0.82,0.001
DENOMINATOR_BB_121714,f3a9,2014-12-17,2014-12-17,904,0.88,0.001
DENOMINATOR_BB_TEST,f3a9,2014-07-29,2014-07-29,72,0.07,0
DGS_BREAKOUT,f3s3,2016-04-25,2016-04-25,1661576,1622.63,1.585
DIAB_CORR,f3s3,2015-07-13,2015-07-13,24,0.02,0
DIAB_SCRN_CODES,e8ja,2016-06-21,2016-06-21,72,0.07,0
DIAG,e8ja,2016-06-21,2016-06-21,72,0.07,0
DIAGALL_EM_BB_010715,d1p3,2015-01-07,2015-01-07,4544,4.44,0.004
DIAGALL_EM_BB_020515,d1p3,2015-02-05,2015-02-05,4680,4.57,0.004
DIAGALL_EM_BB_041115,d1p3,2015-04-12,2015-04-13,6344,6.2,0.006
DIAGALL_EM_BB_051715,d1p3,2015-05-18,2015-06-15,16376,15.99,0.016
DIAGALL_EM_BB_071015,d1p3,2015-07-11,2015-07-11,9488,9.27,0.009
DIAGALL_EM_BB_081415,d1p3,2015-08-14,2015-08-14,10752,10.5,0.01
DIAGALL_EM_BB_091915,d1p3,2015-09-19,2015-09-19,11200,10.94,0.011
